timestamp,src_ip,dst_ip,protocol,src_port,dst_port
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,46278,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,36121,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,42468,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,46626,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,53831,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,37059,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,36143,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,37180,53
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,57820
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,50003
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,33534,53
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,46626
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,36143
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,37180
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,37119,53
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,37119
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,34419,53
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,47703,53
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,53831
2025-07-05 12:51:32,192.168.100.116,192.168.100.1,UDP,47971,53
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,34419
2025-07-05 12:51:32,192.168.100.116,34.149.100.209,TCP,35714,443
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,47703
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,36121
2025-07-05 12:51:32,34.149.100.209,192.168.100.116,TCP,443,35714
2025-07-05 12:51:32,192.168.100.1,192.168.100.116,UDP,53,42468
2025-07-05 12:51:33,192.168.100.116,192.168.100.1,UDP,45954,53
2025-07-05 12:51:33,192.168.100.116,192.168.100.1,UDP,32888,53
2025-07-05 12:51:33,192.168.100.116,192.168.100.1,UDP,51018,53
2025-07-05 12:51:33,192.168.100.1,192.168.100.116,UDP,53,32888
2025-07-05 12:51:33,192.168.100.1,192.168.100.116,UDP,53,51018
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:33,192.168.100.116,142.250.181.68,UDP,39410,443
2025-07-05 12:51:33,192.168.100.116,192.168.100.1,UDP,58125,53
2025-07-05 12:51:33,192.168.100.116,192.168.100.1,UDP,54838,53
2025-07-05 12:51:33,192.168.100.1,192.168.100.116,UDP,53,58125
2025-07-05 12:51:33,192.168.100.1,192.168.100.116,UDP,53,54838
2025-07-05 12:51:33,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:33,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:33,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:33,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:33,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:33,142.250.181.68,192.168.100.116,UDP,443,39410
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:34,142.250.202.14,192.168.100.116,UDP,443,45429
2025-07-05 12:51:34,192.168.100.116,142.250.202.14,UDP,45429,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,142.250.181.78,192.168.100.116,UDP,443,43036
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,142.250.181.78,192.168.100.116,UDP,443,43036
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,142.250.181.78,192.168.100.116,UDP,443,43036
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,142.250.181.78,192.168.100.116,UDP,443,43036
2025-07-05 12:51:34,192.168.100.116,142.250.181.78,UDP,43036,443
2025-07-05 12:51:34,192.168.100.116,192.168.100.1,UDP,53778,53
2025-07-05 12:51:34,192.168.100.116,192.168.100.1,UDP,41194,53
2025-07-05 12:51:34,192.168.100.116,192.168.100.1,UDP,45977,53
2025-07-05 12:51:34,192.168.100.1,192.168.100.116,UDP,53,41194
2025-07-05 12:51:34,192.168.100.1,192.168.100.116,UDP,53,45977
2025-07-05 12:51:34,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:34,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:34,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:34,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:34,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:34,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:34,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:35,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,172.217.19.174,192.168.100.116,UDP,443,43955
2025-07-05 12:51:35,192.168.100.116,172.217.19.174,UDP,43955,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.74,UDP,57863,443
2025-07-05 12:51:35,142.250.181.74,192.168.100.116,UDP,443,57863
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,51366,53
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,56659,53
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,39240,53
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,56659
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,39240
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,46689,53
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,46689
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,45455,53
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,37744,53
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,45455
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,37744
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,47702,53
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,34.120.208.123,192.168.100.116,TCP,443,36416
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,34101,53
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,34818,53
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,44909,53
2025-07-05 12:51:35,192.168.100.116,192.168.100.1,UDP,37608,53
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,34101
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,34818
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,TCP,44674,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,UDP,52844,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,UDP,52844,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,UDP,52844,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,TCP,44674,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,TCP,44674,443
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,TCP,443,44674
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,34.120.208.123,192.168.100.116,TCP,443,36416
2025-07-05 12:51:35,34.120.208.123,192.168.100.116,TCP,443,36416
2025-07-05 12:51:35,192.168.100.1,192.168.100.116,UDP,53,37608
2025-07-05 12:51:35,142.250.181.68,192.168.100.116,UDP,443,34480
2025-07-05 12:51:35,192.168.100.116,142.250.181.68,UDP,34480,443
2025-07-05 12:51:35,34.120.208.123,192.168.100.116,TCP,443,36416
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
2025-07-05 12:51:35,34.120.208.123,192.168.100.116,TCP,443,36416
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,TCP,443,44674
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,TCP,443,44674
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,TCP,44674,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,TCP,53414,443
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,UDP,52844,443
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,TCP,443,53414
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,TCP,53414,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,TCP,53414,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,TCP,53414,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,TCP,53414,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,172.217.19.163,192.168.100.116,UDP,443,38911
2025-07-05 12:51:35,192.168.100.116,172.217.19.163,UDP,38911,443
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.35,192.168.100.116,UDP,443,52844
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,TCP,443,53414
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,TCP,443,53414
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,TCP,443,53414
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,TCP,443,53414
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,172.217.17.46,192.168.100.116,UDP,443,56011
2025-07-05 12:51:35,192.168.100.116,172.217.17.46,UDP,56011,443
2025-07-05 12:51:35,192.168.100.116,172.217.17.35,UDP,52844,443
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
2025-07-05 12:51:35,192.168.100.116,34.120.208.123,TCP,36416,443
